,question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at,correct_flag,question_flag
2302,q2594,b1798,e1798,d,4,64;57;185,1562890473288,102,193
2303,q2601,b1801,e1801,c,4,59;56;183,1562890476657,208,436
2304,q2602,b1801,e1801,a,4,59;57;183,1562890478158,109,253
2305,q2603,b1801,e1801,a,4,59;55;183,1562890479665,109,257
2306,q2604,b1802,e1802,a,4,64;56;185,1562890482465,165,497
2307,q2605,b1802,e1802,d,4,64;57;185,1562890483868,110,189
2308,q2606,b1802,e1802,b,4,64;55;185,1562890485239,123,215
2309,q2607,b1803,e1803,b,4,66;179;56;181,1562890488430,249,629
2310,q2608,b1803,e1803,c,4,66;179;57;181,1562890490038,110,311
2311,q2609,b1803,e1803,c,4,66;179;52;181,1562890491362,221,271
2312,q2610,b1804,e1804,d,4,64;56;185,1562890494543,106,346
2313,q2611,b1804,e1804,c,4,64;52;185,1562890495929,100,204
2314,q2612,b1804,e1804,c,4,64;57;185,1562890497206,140,178
2315,q2613,b1805,e1805,c,4,59;56;183,1562890500119,166,252
2316,q2614,b1805,e1805,d,4,59;52;183,1562890501500,49,100
2317,q2615,b1805,e1805,a,4,59;57;183,1562890502945,56,111
2318,q2616,b1806,e1806,b,4,60;53;181,1562890506058,208,402
2319,q2617,b1806,e1806,d,4,60;57;181,1562890507505,69,245
2320,q2618,b1806,e1806,b,4,60;55;181,1562890508776,87,197
2321,q2619,b1807,e1807,c,4,63;179;52;181,1562890511944,321,497
2322,q2620,b1807,e1807,b,4,63;179;52;181,1562890513263,151,272
2323,q2621,b1807,e1807,c,4,63;179;57;181,1562890514581,78,278
2324,q2622,b1808,e1808,d,4,60;179;53;185,1562890517824,242,687
2325,q2623,b1808,e1808,c,4,60;179;57;185,1562890519140,119,373
2326,q2624,b1808,e1808,a,4,60;179;52;185,1562890520644,220,334
2327,q2625,b1809,e1809,d,4,66;179;53;183,1562890524424,398,465
2328,q2626,b1809,e1809,a,4,66;179;57;183,1562890525985,129,328
2329,q2627,b1809,e1809,b,4,66;179;55;183,1562890527421,192,243
2330,q2628,b1810,e1810,c,4,64;52;185,1562890530491,315,500
2331,q2629,b1810,e1810,d,4,64;57;185,1562890531848,73,128
2332,q2630,b1810,e1810,b,4,64;54;185,1562890533128,75,125
2333,q2631,b1811,e1811,c,4,59;179;56;183,1562890536540,98,509
2334,q2632,b1811,e1811,b,4,59;179;57;183,1562890538040,117,316
2335,q2633,b1811,e1811,a,4,59;179;55;183,1562890539468,173,226
2336,q2634,b1812,e1812,b,4,60;56;182,1562891035412,98,215
2337,q2635,b1812,e1812,a,4,60;56;182,1562891039134,75,96
2338,q2636,b1812,e1812,a,4,60;54;182,1562891040682,80,96
2339,q2637,b1813,e1813,c,4,66;53;181,1562891043959,269,423
2340,q2638,b1813,e1813,a,4,66;52;181,1562891045396,101,159
2341,q2639,b1813,e1813,d,4,66;52;181,1562891046689,94,149
2342,q2640,b1814,e1814,c,4,59;56;184,1562891049266,110,137
2343,q2641,b1814,e1814,a,4,59;52;184,1562891050654,48,84
2344,q2642,b1814,e1814,a,4,59;54;184,1562891052031,54,79
2345,q2643,b1815,e1815,b,4,60;56;182,1562891054851,135,150
2346,q2644,b1815,e1815,b,4,60;52;182,1562891059469,39,52
2347,q2645,b1815,e1815,c,4,60;52;182,1562891060852,46,48
2348,q2646,b1816,e1816,b,4,63;179;53;183,1562891063679,249,329
2349,q2647,b1816,e1816,b,4,63;179;52;183,1562891065050,86,133
2350,q2648,b1816,e1816,d,4,63;179;55;183,1562891066370,94,127
2351,q2652,b1818,e1818,b,4,67;179;52;182,1562891069124,368,547
2352,q2653,b1818,e1818,a,4,67;179;52;182,1562891070759,94,315
2353,q2654,b1818,e1818,a,4,67;179;54;182,1562891072072,183,287
2354,q2655,b1819,e1819,a,4,59;53;183,1562891074956,115,141
2355,q2656,b1819,e1819,b,4,59;56;183,1562891076390,57,77
2356,q2657,b1819,e1819,a,4,59;54;183,1562891077650,52,70
2357,q2658,b1820,e1820,d,4,64;53;181,1562891080181,172,345
2358,q2659,b1820,e1820,b,4,64;56;181,1562891081504,84,174
2359,q2660,b1820,e1820,a,4,64;52;181,1562891083015,123,172
2360,q2661,b1821,e1821,a,4,63;53;183,1562891085579,284,395
2361,q2662,b1821,e1821,b,4,63;54;183,1562891087013,135,208
2362,q2663,b1821,e1821,a,4,63;55;183,1562891088381,74,210
2363,q2664,b1822,e1822,a,4,63;179;56;183,1568636998134,138,346
2364,q2665,b1822,e1822,b,4,63;179;54;183,1568636999942,79,177
2365,q2666,b1822,e1822,d,4,63;179;52;183,1568637001809,118,132
2366,q2667,b1823,e1823,d,4,64;56;184,1568637005957,138,249
2367,q2668,b1823,e1823,c,4,64;52;184,1568637007798,74,88
2368,q2669,b1823,e1823,a,4,64;55;184,1568637009644,64,98
2369,q2670,b1824,e1824,b,4,68;56;184,1568637013653,220,401
2370,q2671,b1824,e1824,b,4,68;53;184,1568637015466,141,258
2371,q2672,b1824,e1824,a,4,68;55;184,1568637017322,161,195
2372,q2673,b1825,e1825,d,4,60;53;182,1568637021236,158,220
2373,q2674,b1825,e1825,a,4,60;52;182,1568637023064,77,96
2374,q2675,b1825,e1825,a,4,60;54;182,1568637024889,63,103
2375,q2676,b1826,e1826,d,4,66;179;56;184,1568637028609,354,428
2376,q2677,b1826,e1826,a,4,66;179;52;184,1568637030414,142,201
2377,q2678,b1826,e1826,a,4,66;179;52;184,1568637032235,106,232
2378,q2679,b1827,e1827,b,4,65;53;181,1568637036097,313,832
2379,q2680,b1827,e1827,b,4,65;52;181,1568637037926,236,370
2380,q2681,b1827,e1827,a,4,65;54;181,1568637039726,231,297
2381,q2682,b1828,e1828,d,4,64;179;56;182,1568637043490,170,245
2382,q2683,b1828,e1828,d,4,64;179;52;182,1568637045425,76,110
2383,q2684,b1828,e1828,a,4,64;179;54;182,1568637047298,80,108
2384,q2685,b1829,e1829,d,4,63;56;181,1568637051066,126,175
2385,q2686,b1829,e1829,c,4,63;54;181,1568637052878,61,86
2386,q2687,b1829,e1829,d,4,63;54;181,1568637054681,50,82
2387,q2688,b1830,e1830,d,4,63;179;56;181,1568637058398,134,173
2388,q2689,b1830,e1830,c,4,63;179;52;181,1568637060250,55,76
2389,q2690,b1830,e1830,a,4,63;179;54;181,1568637062064,57,78
2390,q2691,b1831,e1831,a,4,59;53;185,1568637065870,136,163
2391,q2692,b1831,e1831,b,4,59;52;185,1568637067705,68,125
2392,q2693,b1831,e1831,d,4,59;52;185,1568637069523,45,107
2393,q2697,b1833,e1833,a,4,63;179;53;181,1514568252954,156,219
2394,q2698,b1833,e1833,b,4,63;179;52;181,1514568254289,82,95
2395,q2699,b1833,e1833,c,4,63;179;54;181,1514568255724,71,87
2396,q2700,b1834,e1834,b,4,65;56;185,1514568258406,314,655
2397,q2701,b1834,e1834,c,4,65;52;185,1514568259776,216,324
2398,q2702,b1834,e1834,a,4,65;54;185,1514568261079,177,295
2399,q2703,b1835,e1835,b,4,63;56;183,1514568263603,223,269
2400,q2704,b1835,e1835,d,4,63;52;183,1514568264907,59,158
2401,q2705,b1835,e1835,b,4,63;52;183,1514568266165,81,119
2402,q2706,b1836,e1836,b,4,59;56;184,1514568268992,123,142
2403,q2707,b1836,e1836,d,4,59;52;184,1514568270291,53,74
2404,q2708,b1836,e1836,c,4,59;52;184,1514568272721,46,74
2405,q2709,b1837,e1837,a,4,63;56;181,1514568276525,225,352
2406,q2710,b1837,e1837,c,4,63;52;181,1514568277843,102,172
2407,q2711,b1837,e1837,b,4,63;52;181,1514568279258,114,184
2408,q2715,b1839,e1839,a,4,60;53;181,1514568282042,102,138
2409,q2716,b1839,e1839,c,4,60;52;181,1514568283401,45,81
2410,q2717,b1839,e1839,b,4,60;52;181,1514568284778,51,87
2411,q2718,b1840,e1840,a,4,64;53;183,1514568287499,141,163
2412,q2719,b1840,e1840,c,4,64;52;183,1514568289608,52,78
2413,q2720,b1840,e1840,a,4,64;52;183,1514568291041,51,80
2414,q2721,b1841,e1841,a,4,67;53;183,1514568293793,282,414
2415,q2722,b1841,e1841,b,4,67;52;183,1514568295087,101,195
2416,q2723,b1841,e1841,c,4,67;54;183,1514568296472,94,216
2417,q2724,b1842,e1842,a,4,60;53;182,1514568581220,120,207
2418,q2725,b1842,e1842,c,4,60;56;182,1514568582573,45,86
2419,q2726,b1842,e1842,d,4,60;52;182,1514568583886,49,82
2420,q2727,b1843,e1843,a,4,59;56;182,1514568586826,139,311
2421,q2728,b1843,e1843,c,4,59;54;182,1514568588199,106,143
2422,q2729,b1843,e1843,d,4,59;55;182,1514568589555,91,148
2423,q2730,b1844,e1844,a,4,70;56;182,1514568592586,251,353
2424,q2731,b1844,e1844,d,4,70;54;182,1514568593881,109,152
2425,q2732,b1844,e1844,c,4,70;52;182,1514568595144,95,145
2426,q2733,b1845,e1845,d,4,59;53;182,1514568598176,95,301
2427,q2734,b1845,e1845,b,4,59;52;182,1514568599565,79,146
2428,q2735,b1845,e1845,d,4,59;52;182,1514568600996,92,124
2429,q2736,b1846,e1846,a,4,60;56;182,1514568603896,162,194
2430,q2737,b1846,e1846,c,4,60;53;182,1514568605290,62,81
2431,q2738,b1846,e1846,d,4,60;54;182,1514568606829,48,85
2432,q2739,b1847,e1847,c,4,68;53;182,1514568610001,293,535
2433,q2740,b1847,e1847,a,4,68;52;182,1514568611489,182,234
2434,q2741,b1847,e1847,b,4,68;55;182,1514568612809,131,275
2435,q2742,b1848,e1848,c,4,67;56;182,1514568615619,252,359
2436,q2743,b1848,e1848,d,4,67;52;182,1514568616960,39,147
2437,q2744,b1848,e1848,c,4,67;54;182,1514568618310,109,127
2438,q2751,b1851,e1851,b,4,64;54;182,1514568621195,140,202
2439,q2752,b1851,e1851,b,4,64;52;182,1514568622647,72,81
2440,q2753,b1851,e1851,c,4,64;52;182,1514568624003,72,102
2441,q2754,b1852,e1852,c,4,68;56;182,1553248746894,262,491
2442,q2755,b1852,e1852,d,4,68;54;182,1553248747951,85,185
2443,q2756,b1852,e1852,b,4,68;55;182,1553248749036,105,167
2444,q2757,b1853,e1853,c,4,59;53;182,1553248751422,162,201
2445,q2758,b1853,e1853,b,4,59;54;182,1553248752520,56,120
2446,q2759,b1853,e1853,a,4,59;55;182,1553248753633,52,102
2447,q2760,b1854,e1854,c,4,60;53;182,1553248755767,106,206
2448,q2761,b1854,e1854,a,4,60;54;182,1553248756918,57,75
2449,q2762,b1854,e1854,c,4,60;54;182,1553248757995,58,77
2450,q2763,b1855,e1855,a,4,69;53;182,1553248760154,472,523
2451,q2764,b1855,e1855,d,4,69;54;182,1553248761209,187,229
2452,q2765,b1855,e1855,d,4,69;54;182,1553248762269,90,271
2453,q2766,b1856,e1856,b,4,60;53;182,1553248764488,184,253
2454,q2767,b1856,e1856,d,4,60;54;182,1553248765558,68,108
2455,q2768,b1856,e1856,b,4,60;54;182,1553248766645,87,97
2456,q2772,b1858,e1858,b,4,63;56;182,1553248768793,203,230
2457,q2773,b1858,e1858,c,4,63;52;182,1553248769847,75,97
2458,q2774,b1858,e1858,d,4,63;54;182,1553248770934,50,126
2459,q2775,b1859,e1859,b,4,60;53;182,1553248772990,167,290
2460,q2776,b1859,e1859,b,4,60;54;182,1553248774040,66,126
2461,q2777,b1859,e1859,d,4,60;52;182,1553248775062,87,116
2462,q2778,b1860,e1860,a,4,59;53;182,1553248777271,189,221
2463,q2779,b1860,e1860,c,4,59;52;182,1553248778275,61,119
2464,q2780,b1860,e1860,c,4,59;54;182,1553248779379,73,123
2465,q2781,b1861,e1861,b,4,59;56;182,1553248781574,95,113
2466,q2782,b1861,e1861,c,4,59;52;182,1553248782641,39,54
2467,q2783,b1861,e1861,b,4,59;52;182,1553248783712,43,60
2468,q2790,b1864,e1864,b,4,68;52;182,1514568367920,283,494
2469,q2791,b1864,e1864,c,4,68;54;182,1514568369367,182,266
2470,q2792,b1864,e1864,c,4,68;58;182,1514568370805,133,239
2471,q2796,b1866,e1866,c,4,63;53;182,1514568376219,98,352
2472,q2797,b1866,e1866,b,4,63;58;182,1514568377557,51,131
2473,q2798,b1866,e1866,d,4,63;54;182,1514568378961,77,160
2474,q2799,b1867,e1867,c,4,70;56;182,1572413163640,203,216
2475,q2800,b1867,e1867,b,4,70;52;182,1572413164711,77,95
2476,q2801,b1867,e1867,c,4,70;52;182,1572413165753,75,90
2477,q2802,b1868,e1868,d,4,59;53;182,1572413168034,189,247
2478,q2803,b1868,e1868,a,4,59;52;182,1572413169087,72,95
2479,q2804,b1868,e1868,b,4,59;54;182,1572413170155,59,99
2480,q2805,b1869,e1869,c,4,70;56;182,1572413172688,224,347
2481,q2806,b1869,e1869,b,4,70;56;182,1572413173750,113,131
2482,q2807,b1869,e1869,d,4,70;55;182,1572413174828,66,147
2483,q2808,b1870,e1870,c,4,63;56;182,1572413176934,139,166
2484,q2809,b1870,e1870,b,4,63;54;182,1572413178002,65,91
2485,q2810,b1870,e1870,d,4,63;52;182,1572413179049,37,78
2486,q2811,b1871,e1871,b,4,66;53;182,1572413180995,245,283
2487,q2812,b1871,e1871,d,4,66;52;182,1572413182081,68,93
2488,q2813,b1871,e1871,d,4,66;55;182,1572413183203,68,127
2489,q2817,b1873,e1873,a,4,59;56;182,1572413185163,175,185
2490,q2818,b1873,e1873,a,4,59;52;182,1572413186251,72,90
2491,q2819,b1873,e1873,a,4,59;52;182,1572413187444,72,87
2492,q2820,b1874,e1874,d,4,60;53;182,1572413189493,116,170
2493,q2821,b1874,e1874,c,4,60;56;182,1572413190603,46,66
2494,q2822,b1874,e1874,b,4,60;54;182,1572413191660,53,67
2495,q2823,b1875,e1875,c,4,67;54;182,1572413193689,249,374
2496,q2824,b1875,e1875,d,4,67;52;182,1572413194733,91,174
2497,q2825,b1875,e1875,b,4,67;52;182,1572413195776,58,165
2498,q2826,b1876,e1876,c,4,59;56;182,1572413197961,113,123
2499,q2827,b1876,e1876,a,4,59;52;182,1572413199051,46,71
2500,q2828,b1876,e1876,b,4,59;54;182,1572413200125,39,69
2501,q2829,b1877,e1877,b,4,60;53;183,1564126987710,96,185
2502,q2830,b1877,e1877,b,4,60;52;183,1564126989112,68,109
2503,q2831,b1877,e1877,c,4,60;52;183,1564126990790,66,90
2504,q2832,b1878,e1878,b,4,63;53;181,1564126993633,138,208
2505,q2833,b1878,e1878,d,4,63;52;181,1564126995050,53,106
2506,q2834,b1878,e1878,c,4,63;54;181,1564126997099,67,78
2507,q2838,b1880,e1880,d,4,60;53;184,1564126999973,147,171
2508,q2839,b1880,e1880,b,4,60;52;184,1564127001278,53,85
2509,q2840,b1880,e1880,a,4,60;54;184,1564127002967,59,98
2510,q2841,b1881,e1881,b,4,64;179;53;185,1564127005654,182,216
2511,q2842,b1881,e1881,d,4,64;179;52;185,1564127006989,59,116
2512,q2843,b1881,e1881,a,4,64;179;54;185,1564127008428,69,82
2513,q2844,b1882,e1882,b,4,59;56;181,1564127011713,120,161
2514,q2845,b1882,e1882,d,4,59;52;181,1564127013267,52,79
2515,q2846,b1882,e1882,c,4,59;54;181,1564127014654,42,86
2516,q2847,b1883,e1883,c,4,64;56;185,1564127017156,242,380
2517,q2848,b1883,e1883,a,4,64;53;185,1564127018382,148,173
2518,q2849,b1883,e1883,d,4,64;55;185,1564127019622,112,203
2519,q2850,b1884,e1884,c,4,60;53;183,1564127022993,110,146
2520,q2851,b1884,e1884,d,4,60;52;183,1564127024344,52,59
2521,q2852,b1884,e1884,a,4,60;54;183,1564127025934,58,70
2522,q2856,b1886,e1886,a,4,64;179;53;183,1564127028379,334,449
2523,q2857,b1886,e1886,d,4,64;179;52;183,1564127030039,166,221
2524,q2858,b1886,e1886,d,4,64;179;55;183,1564127031270,76,241
2525,q2859,b1887,e1887,a,4,61;179;53;181,1572412307001,713,972
2526,q2860,b1887,e1887,b,4,61;179;52;181,1572412308150,260,465
2527,q2861,b1887,e1887,a,4,61;179;55;181,1572412309215,320,432
2528,q2862,b1888,e1888,a,4,60;53;184,1572412311266,177,447
2529,q2863,b1888,e1888,a,4,60;56;184,1572412312330,78,219
2530,q2864,b1888,e1888,a,4,60;54;184,1572412313370,101,212
2531,q2868,b1890,e1890,b,4,59;53;183,1572412319770,127,158
2532,q2869,b1890,e1890,c,4,59;52;183,1572412320809,70,85
2533,q2870,b1890,e1890,a,4,59;54;183,1572412321882,42,115
2534,q2871,b1891,e1891,b,4,63;179;56;185,1572412323918,122,205
2535,q2872,b1891,e1891,b,4,63;179;52;185,1572412325004,66,72
2536,q2873,b1891,e1891,c,4,63;179;52;185,1572412326041,64,79
2537,q2874,b1892,e1892,b,4,64;53;181,1572412328213,165,197
2538,q2875,b1892,e1892,d,4,64;52;181,1572412329318,59,81
2539,q2876,b1892,e1892,c,4,64;52;181,1572412330442,59,78
2540,q2877,b1893,e1893,b,4,60;56;185,1572412333532,227,252
2541,q2878,b1893,e1893,a,4,60;52;185,1572412334655,77,149
2542,q2879,b1893,e1893,a,4,60;54;185,1572412335784,108,127
2543,q2880,b1894,e1894,d,4,63;179;56;183,1572412337773,174,193
2544,q2881,b1894,e1894,a,4,63;179;52;183,1572412338834,83,101
2545,q2882,b1894,e1894,b,4,63;179;54;183,1572412339958,67,92
2546,q2883,b1895,e1895,d,4,59;179;53;185,1572412342188,162,196
2547,q2884,b1895,e1895,a,4,59;179;52;185,1572412343229,51,123
2548,q2885,b1895,e1895,a,4,59;179;54;185,1572412344356,74,97
2549,q2889,b1897,e1897,b,4,63;56;182,1526635442595,130,190
2550,q2890,b1897,e1897,d,4,63;55;182,1526635443774,60,71
2551,q2891,b1897,e1897,c,4,63;54;182,1526635444939,62,64
2552,q2892,b1898,e1898,a,4,63;56;181,1526635447206,296,319
2553,q2893,b1898,e1898,a,4,63;54;181,1526635448360,117,134
2554,q2894,b1898,e1898,c,4,63;55;181,1526635449562,99,179
2555,q2895,b1899,e1899,d,4,59;56;183,1526635451787,127,134
2556,q2896,b1899,e1899,c,4,59;54;183,1526635452982,38,45
2557,q2897,b1899,e1899,b,4,59;52;183,1526635454117,38,47
2558,q2898,b1900,e1900,b,4,59;56;182,1526635456402,118,167
2559,q2899,b1900,e1900,a,4,59;52;182,1526635457544,72,91
2560,q2900,b1900,e1900,d,4,59;54;182,1526635458685,52,119
2561,q2901,b1901,e1901,a,4,59;56;183,1526635461014,220,257
2562,q2902,b1901,e1901,c,4,59;52;183,1526635462169,40,115
2563,q2903,b1901,e1901,b,4,59;55;183,1526635463333,74,116
2564,q2904,b1902,e1902,a,4,65;179;52;184,1526635465598,312,385
2565,q2905,b1902,e1902,a,4,65;179;54;184,1526635466744,139,180
2566,q2906,b1902,e1902,d,4,65;179;54;184,1526635467882,138,174
2567,q2907,b1903,e1903,d,4,67;179;56;182,1526635470222,363,412
2568,q2908,b1903,e1903,b,4,67;179;52;182,1526635471408,127,218
2569,q2909,b1903,e1903,a,4,67;179;55;182,1526635472547,124,182
2570,q2910,b1904,e1904,d,4,63;56;183,1526635475489,139,158
2571,q2911,b1904,e1904,a,4,63;52;183,1526635476770,54,57
2572,q2912,b1904,e1904,d,4,63;52;183,1526635478436,48,67
2573,q2913,b1905,e1905,a,4,64;56;181,1526635480792,207,273
2574,q2914,b1905,e1905,c,4,64;53;181,1526635482198,61,114
2575,q2915,b1905,e1905,a,4,64;55;181,1526635483353,74,135
2576,q2916,b1906,e1906,a,4,66;179;56;183,1526635485746,168,553
2577,q2917,b1906,e1906,a,4,66;179;52;183,1526635486912,165,233
2578,q2918,b1906,e1906,a,4,66;179;54;183,1526635488038,161,243
2579,q2919,b1907,e1907,b,4,60;56;184,1568634951745,155,202
2580,q2920,b1907,e1907,d,4,60;52;184,1568634953538,51,112
2581,q2921,b1907,e1907,a,4,60;54;184,1568634955361,47,107
2582,q2922,b1908,e1908,b,4,59;56;183,1568634959076,115,184
2583,q2923,b1908,e1908,c,4,59;52;183,1568634960933,56,71
2584,q2924,b1908,e1908,d,4,59;52;183,1568634962736,46,71
2585,q2925,b1909,e1909,d,4,63;179;56;181,1568634966597,205,225
2586,q2926,b1909,e1909,a,4,63;179;54;181,1568634968471,54,74
2587,q2927,b1909,e1909,c,4,63;179;54;181,1568634970278,53,74
2588,q2928,b1910,e1910,d,4,64;179;56;183,1568634973990,153,182
2589,q2929,b1910,e1910,a,4,64;179;52;183,1568634975792,62,86
2590,q2930,b1910,e1910,b,4,64;179;54;183,1568634977574,74,86
2591,q2931,b1911,e1911,a,4,63;53;185,1568634981580,170,235
2592,q2932,b1911,e1911,a,4,63;52;185,1568634983395,48,119
2593,q2933,b1911,e1911,d,4,63;55;185,1568634985201,80,93
2594,q2934,b1912,e1912,d,4,59;53;181,1568634989081,210,285
2595,q2935,b1912,e1912,c,4,59;52;181,1568634990923,113,161
2596,q2936,b1912,e1912,a,4,59;54;181,1568634992744,59,190
2597,q2937,b1913,e1913,a,4,59;53;185,1568634996984,127,299
2598,q2938,b1913,e1913,d,4,59;52;185,1568634998825,49,126
2599,q2939,b1913,e1913,d,4,59;54;185,1568635000659,81,102
2600,q2940,b1914,e1914,d,4,60;53;185,1568635004446,126,197
2601,q2941,b1914,e1914,b,4,60;52;185,1568635006310,74,105
2602,q2942,b1914,e1914,b,4,60;54;185,1568635008097,47,98
2603,q2943,b1915,e1915,d,4,61;179;56;183,1568635011845,780,971
2604,q2944,b1915,e1915,d,4,61;179;52;183,1568635013724,244,451
2605,q2945,b1915,e1915,b,4,61;179;54;183,1568635015558,258,449
2606,q2949,b1917,e1917,d,4,63;53;184,1572413375202,141,170
2607,q2950,b1917,e1917,d,4,63;52;184,1572413376268,60,67
2608,q2951,b1917,e1917,a,4,63;54;184,1572413377350,43,75
2609,q2952,b1918,e1918,a,4,66;179;53;181,1572413379601,292,642
2610,q2953,b1918,e1918,d,4,66;179;52;181,1572413380637,182,302
2611,q2954,b1918,e1918,c,4,66;179;55;181,1572413381685,191,278
2612,q2955,b1919,e1919,c,4,64;56;185,1572413383824,262,273
2613,q2956,b1919,e1919,d,4,64;52;185,1572413385148,62,100
2614,q2957,b1919,e1919,a,4,64;55;185,1572413386189,66,89
2615,q2961,b1921,e1921,a,4,59;56;181,1572413388625,65,133
2616,q2962,b1921,e1921,c,4,59;54;181,1572413389690,47,67
2617,q2963,b1921,e1921,a,4,59;52;181,1572413390730,46,70
2618,q2964,b1922,e1922,c,4,59;53;181,1572413393094,113,145
2619,q2965,b1922,e1922,d,4,59;52;181,1572413394141,48,79
2620,q2966,b1922,e1922,a,4,59;52;181,1572413395211,48,72
2621,q2967,b1923,e1923,b,4,67;53;185,1572413397280,348,451
2622,q2968,b1923,e1923,d,4,67;52;185,1572413398370,79,208
2623,q2969,b1923,e1923,c,4,67;55;185,1572413399424,140,187
2624,q2973,b1925,e1925,a,4,60;56;184,1572413406041,242,308
2625,q2974,b1925,e1925,c,4,60;54;184,1572413407118,129,153
2626,q2975,b1925,e1925,a,4,60;54;184,1572413408185,107,229
2627,q2976,b1926,e1926,d,4,64;179;56;185,1572413410619,145,278
2628,q2977,b1926,e1926,a,4,64;179;52;185,1572413411740,76,107
2629,q2978,b1926,e1926,b,4,64;179;55;185,1572413412776,71,100
2630,q2979,b1927,e1927,c,4,60;56;182,1514567239876,113,187
2631,q2980,b1927,e1927,b,4,60;56;182,1514567241297,39,73
2632,q2981,b1927,e1927,b,4,60;54;182,1514567242721,52,70
2633,q2982,b1928,e1928,c,4,67;179;56;181,1514567245609,287,313
2634,q2983,b1928,e1928,a,4,67;179;52;181,1514567247112,130,152
2635,q2984,b1928,e1928,b,4,67;179;52;181,1514567248522,105,151
2636,q2985,b1929,e1929,c,4,59;179;56;184,1514567251930,148,320
2637,q2986,b1929,e1929,a,4,59;179;52;184,1514567253312,93,172
2638,q2987,b1929,e1929,c,4,59;179;55;184,1514567254765,81,152
2639,q2988,b1930,e1930,c,4,60;179;56;182,1514567257341,181,302
2640,q2989,b1930,e1930,a,4,60;179;53;182,1514567258768,115,231
2641,q2990,b1930,e1930,a,4,60;179;55;182,1514567260099,72,195
2642,q2991,b1931,e1931,c,4,59;52;183,1514567262642,139,520
2643,q2992,b1931,e1931,a,4,59;53;183,1514567264195,65,194
2644,q2993,b1931,e1931,b,4,59;52;183,1514567265774,48,168
2645,q2994,b1932,e1932,c,4,60;179;53;184,1514567268450,376,455
2646,q2995,b1932,e1932,a,4,60;179;54;184,1514567269763,108,260
2647,q2996,b1932,e1932,b,4,60;179;54;184,1514567271173,111,278
2648,q2997,b1933,e1933,d,4,59;53;182,1514567273757,164,202
2649,q2998,b1933,e1933,b,4,59;53;182,1514567275116,56,80
2650,q2999,b1933,e1933,c,4,59;52;182,1514567276416,36,84
2651,q3000,b1934,e1934,b,4,60;53;183,1514567279306,157,226
2652,q3001,b1934,e1934,b,4,60;52;183,1514567280842,41,120
2653,q3002,b1934,e1934,d,4,60;54;183,1514567282251,40,125
2654,q3003,b1935,e1935,a,4,68;52;181,1514567285064,378,484
2655,q3004,b1935,e1935,a,4,68;56;181,1514567286381,75,267
2656,q3005,b1935,e1935,a,4,68;55;181,1514567287776,172,231
2657,q3006,b1936,e1936,a,4,64;56;183,1514567290613,164,341
2658,q3007,b1936,e1936,b,4,64;53;183,1514567292071,70,114
2659,q3008,b1936,e1936,c,4,64;52;183,1514567293364,55,126
2660,q3009,b1937,e1937,a,4,60;56;182,1514568011252,206,245
2661,q3010,b1937,e1937,a,4,60;53;182,1514568012793,82,85
2662,q3011,b1937,e1937,b,4,60;54;182,1514568014105,71,92
2663,q3012,b1938,e1938,c,4,63;56;182,1514568016703,200,217
2664,q3013,b1938,e1938,d,4,63;52;182,1514568018002,43,144
2665,q3014,b1938,e1938,a,4,63;52;182,1514568019381,87,121
2666,q3015,b1939,e1939,c,4,59;56;182,1514568022185,132,174
2667,q3016,b1939,e1939,d,4,59;52;182,1514568023465,42,95
2668,q3017,b1939,e1939,a,4,59;54;182,1514568024718,61,93
2669,q3018,b1940,e1940,c,4,59;53;182,1514568027357,170,372
2670,q3019,b1940,e1940,a,4,59;52;182,1514568028572,97,182
2671,q3020,b1940,e1940,d,4,59;52;182,1514568029864,54,159
2672,q3021,b1941,e1941,a,4,59;52;182,1514568033170,56,157
2673,q3022,b1941,e1941,b,4,59;54;182,1514568034645,51,65
2674,q3023,b1941,e1941,d,4,59;52;182,1514568035910,37,73
2675,q3024,b1942,e1942,a,4,66;56;182,1514568038950,219,285
2676,q3025,b1942,e1942,b,4,66;52;182,1514568040201,89,106
2677,q3026,b1942,e1942,b,4,66;52;182,1514568041616,49,121
2678,q3027,b1943,e1943,c,4,59;53;182,1514568044417,239,279
2679,q3028,b1943,e1943,b,4,59;54;182,1514568046125,74,114
2680,q3029,b1943,e1943,c,4,59;54;182,1514568047429,73,120
2681,q3030,b1944,e1944,a,4,66;56;182,1514568050083,172,287
2682,q3031,b1944,e1944,a,4,66;52;182,1514568051483,80,94
2683,q3032,b1944,e1944,b,4,66;54;182,1514568052872,82,95
2684,q3033,b1945,e1945,c,4,60;56;182,1514568055575,100,121
2685,q3034,b1945,e1945,d,4,60;53;182,1514568056971,37,54
2686,q3035,b1945,e1945,b,4,60;54;182,1514568058362,41,45
2687,q3036,b1946,e1946,a,4,68;53;182,1514568061298,170,254
2688,q3037,b1946,e1946,b,4,68;56;182,1514568062672,71,106
2689,q3038,b1946,e1946,d,4,68;52;182,1514568063941,66,126
2690,q3039,b1947,e1947,b,4,70;56;185,1514568826696,161,380
2691,q3040,b1947,e1947,a,4,70;52;185,1514568828011,88,105
2692,q3041,b1947,e1947,d,4,70;55;185,1514568829397,85,119
2693,q3042,b1948,e1948,d,4,60;53;185,1514568832338,142,178
2694,q3043,b1948,e1948,a,4,60;54;185,1514568833605,74,88
